country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
France,"Firm and solid with great swathes of black fruits as well as dense tannins. Ripe fruits are a major element of this concentrated wine. The wine has power and a firm tannic core, and certainly needs aging for seven years.",,94,,Burgundy,Corton Grèves,,Roger Voss,@vossroger,Domaine des Croix 2016  Corton Grèves,Pinot Noir,Domaine des Croix
